id,date,type,category,amount,payment_method,recurring
2696,2022-04-24,Income,Entertainment,1418.12002,Other,0
2697,2022-12-07,Income,Groceries,4363.118003,Bank Transfer,1
2698,2022-02-04,Expense,Subscriptions,2880.815,Bank Transfer,1
2699,2022-09-04,Income,Transportation,3235.0,Other,0
2700,2022-04-08,Income,Shopping,3129.333860652,Debit Card,1
2701,2022-09-13,Expense,Education,2894.42839,Bank Transfer,1
2702,2022-10-30,Expense,Debt Repayment,4154.3792,Credit Card,1
2703,2022-07-06,Expense,Debt Repayment,3097.39,Cash,0
2704,2022-11-30,Income,Phone,2219.494,Debit Card,1
2705,2022-02-27,Income,Healthcare,4562.74788,Cash,0
2706,2022-04-09,Expense,Childcare,1115.71034062659,Other,0
2707,2022-12-23,Income,Healthcare,4489.10649349083,Bank Transfer,1
2708,2022-06-13,Income,Insurance,4315.379,Bank Transfer,0
2709,2022-02-23,Income,Groceries,1882.61869,Credit Card,1
2710,2022-09-29,Income,Dining Out,4547.65837,Debit Card,1
2711,2022-06-17,Income,Debt Repayment,4237.56,Credit Card,1
2712,2022-04-28,Expense,Dining Out,4318.9898975,Bank Transfer,1
2713,2022-01-15,Expense,Rent/Mortgage,3762.3407534287,Debit Card,1
2714,2022-05-20,Income,Education,2796.3,Bank Transfer,0
2715,2022-07-28,Expense,Subscriptions,1884.95234725,Bank Transfer,0
2716,2022-05-17,Expense,Rent/Mortgage,3579.7543714014,Other,0
2717,2022-03-23,Income,Travel,361.5947465,Other,0
2718,2022-02-23,Expense,Subscriptions,4065.31891544,Cash,0
2719,2022-03-01,Income,Travel,2843.4040027,Debit Card,1
2720,2022-09-04,Expense,Groceries,1938.866772918,Credit Card,1
2721,2022-10-24,Expense,Debt Repayment,1776.6,Cash,1
2722,2022-03-08,Expense,Utilities,24.35048,Other,1
2723,2022-07-20,Income,Shopping,3693.95,Other,0
2724,2022-06-24,Expense,Groceries,4998.3,Cash,0
2725,2022-12-07,Expense,Phone,4987.589,Cash,0
2726,2022-07-03,Income,Utilities,731.2510229,Bank Transfer,1
2727,2022-10-04,Expense,Healthcare,3445.23992922,Other,1
2728,2022-12-03,Expense,Shopping,1200.982004179,Credit Card,1
2729,2022-08-31,Income,Healthcare,84.13,Cash,0
2730,2022-04-08,Expense,Shopping,2215.58974,Bank Transfer,1
2731,2022-03-30,Income,Childcare,1637.2186172,Bank Transfer,0
2732,2022-09-12,Income,Rent/Mortgage,3698.973,Debit Card,1
2733,2022-07-20,Income,Travel,2708.96229,Other,1
2734,2022-01-01,Income,Healthcare,3425.217753173,Other,0
2735,2022-03-19,Expense,Shopping,3191.667867401,Other,1
2736,2022-11-25,Expense,Groceries,238.106,Cash,1
2737,2022-07-29,Income,Transportation,4107.889606338,Cash,0
2738,2022-01-16,Expense,Internet,2475.36744547128,Credit Card,0
2739,2022-09-01,Income,Entertainment,3731.237,Bank Transfer,1
2740,2022-10-01,Income,Debt Repayment,2966.1,Cash,1
2741,2022-07-19,Income,Shopping,3932.10503,Cash,1
2742,2022-04-29,Income,Transportation,4874.341928,Credit Card,0
2743,2022-02-27,Income,Phone,3823.3849,Cash,1
2744,2022-08-20,Expense,Groceries,2098.7988324998,Bank Transfer,0
2745,2022-02-05,Expense,Transportation,1970.2576734,Other,1
2746,2022-02-24,Income,Subscriptions,1983.65,Other,0
2747,2022-04-06,Income,Entertainment,4495.428,Bank Transfer,0
2748,2022-08-23,Income,Utilities,1276.6326099,Bank Transfer,0
2749,2022-04-07,Expense,Insurance,337.801737,Cash,1
2750,2022-07-11,Income,Entertainment,2918.63254,Bank Transfer,0
2751,2022-01-08,Expense,Gifts/Donations,118.1300795,Credit Card,1
2752,2022-04-11,Income,Subscriptions,4940.58959225156,Bank Transfer,0
2753,2022-08-14,Expense,Dining Out,2739.7,Credit Card,1
2754,2022-04-13,Expense,Subscriptions,293.4539,Other,0
2755,2022-05-27,Income,Shopping,3828.9150385282,Bank Transfer,1
2756,2022-11-22,Expense,Groceries,1998.349,Debit Card,1
2757,2022-02-11,Expense,Shopping,4162.49364,Debit Card,0
2758,2022-02-24,Income,Transportation,4516.17331,Credit Card,1
2759,2022-04-27,Income,Transportation,4332.3691,Debit Card,0
2760,2022-10-29,Expense,Shopping,193.8,Debit Card,1
2761,2022-08-15,Income,Subscriptions,1361.27655418,Other,0
2762,2022-02-02,Expense,Utilities,454.68519696,Cash,0
2763,2022-06-09,Expense,Childcare,887.3257093,Bank Transfer,0
2764,2022-02-21,Income,Education,2264.60869,Other,0
2765,2022-01-03,Expense,Groceries,314.50180324403,Debit Card,0
2766,2022-05-10,Expense,Insurance,2629.6347294,Other,0
2767,2022-02-01,Income,Shopping,76.5,Credit Card,0
2768,2022-10-05,Expense,Healthcare,3688.9380415326,Debit Card,1
2769,2022-02-16,Expense,Debt Repayment,2784.6,Other,1
2770,2022-10-25,Expense,Transportation,2399.58,Debit Card,1
2771,2022-12-23,Expense,Utilities,1767.7253047436,Bank Transfer,1
2772,2022-10-23,Income,Debt Repayment,867.2560649428,Bank Transfer,1
2773,2022-09-02,Expense,Rent/Mortgage,2751.88011546,Bank Transfer,0
2774,2022-11-28,Expense,Travel,1503.2,Debit Card,1
2775,2022-05-30,Income,Childcare,3063.7291,Bank Transfer,1
2776,2022-12-13,Income,Insurance,130.61,Credit Card,1
2777,2022-04-11,Expense,Utilities,1148.3708742041,Other,0
2778,2022-11-15,Income,Utilities,4457.837825163,Debit Card,0
2779,2022-09-13,Expense,Gifts/Donations,1551.74705,Bank Transfer,0
2780,2022-02-21,Expense,Healthcare,1895.983124149,Debit Card,0
2781,2022-11-15,Income,Transportation,3924.14076,Debit Card,0
2782,2022-03-17,Expense,Education,3334.3692,Bank Transfer,1
2783,2022-08-05,Income,Subscriptions,3144.716016794,Debit Card,0
2784,2022-08-29,Income,Groceries,4238.96489081225,Bank Transfer,1
2785,2022-06-21,Expense,Internet,2109.35144065663,Bank Transfer,0
2786,2022-04-16,Income,Education,1057.9,Credit Card,0
2787,2022-08-14,Income,Rent/Mortgage,1674.9135,Debit Card,0
2788,2022-10-19,Income,Travel,1803.89362,Other,0
2789,2022-08-03,Expense,Utilities,2452.5273030641,Other,0
2790,2022-08-04,Income,Entertainment,3661.91847274,Cash,0
2791,2022-09-04,Income,Shopping,4413.28376212,Other,1
2792,2022-12-07,Expense,Healthcare,1574.126,Bank Transfer,1
2793,2022-06-22,Income,Entertainment,652.4632,Other,1
2794,2022-12-03,Expense,Transportation,2655.31699418,Other,0
2795,2022-05-11,Income,Entertainment,182.232538,Bank Transfer,0
2796,2022-02-10,Expense,Travel,127.856619,Debit Card,0
2797,2022-05-04,Income,Utilities,2598.542,Other,1
2798,2022-08-22,Income,Internet,2051.98825394,Bank Transfer,1
2799,2022-09-27,Expense,Debt Repayment,1668.7,Other,1
2800,2022-01-23,Expense,Dining Out,4391.47,Other,0
2801,2022-02-23,Expense,Groceries,1946.308069,Other,1
2802,2022-08-09,Expense,Subscriptions,3574.76127350289,Bank Transfer,0
2803,2022-07-28,Expense,Transportation,2672.4,Credit Card,1
2804,2022-07-11,Income,Dining Out,232.153601,Credit Card,1
2805,2022-11-23,Expense,Groceries,2638.19873116,Cash,0
2806,2022-06-28,Expense,Dining Out,500.362088,Credit Card,0
2807,2022-08-26,Expense,Travel,4555.838,Bank Transfer,0
2808,2022-03-19,Income,Utilities,3161.34,Credit Card,0
2809,2022-09-17,Income,Childcare,3712.88911,Other,0
2810,2022-07-11,Income,Travel,1932.983532,Other,0
2811,2022-03-27,Expense,Education,2158.24872212,Other,0
2812,2022-10-30,Expense,Debt Repayment,1332.0,Credit Card,0
2813,2022-07-26,Expense,Rent/Mortgage,2245.92683152,Credit Card,0
2814,2022-10-15,Income,Phone,2303.452519,Debit Card,0
2815,2022-06-15,Expense,Childcare,1839.78,Cash,1
2816,2022-10-23,Expense,Education,4640.2813551915,Bank Transfer,0
2817,2022-03-14,Expense,Childcare,1322.3460451,Debit Card,0
2818,2022-10-19,Income,Childcare,3382.815614872,Bank Transfer,0
2819,2022-01-08,Expense,Subscriptions,2148.5,Debit Card,1
2820,2022-11-16,Income,Entertainment,3770.370015314,Bank Transfer,0
2821,2022-11-12,Expense,Subscriptions,2535.38,Other,0
2822,2022-12-19,Expense,Shopping,3293.29162898,Cash,1
2823,2022-03-19,Expense,Transportation,3993.4,Other,1
2824,2022-09-12,Expense,Gifts/Donations,3695.48522329,Bank Transfer,1
2825,2022-01-21,Expense,Healthcare,1117.4,Cash,0
2826,2022-05-10,Income,Shopping,438.4,Cash,1
2827,2022-05-31,Expense,Transportation,3441.9384,Cash,1
2828,2022-06-19,Expense,Transportation,1182.73181178,Other,1
2829,2022-07-18,Expense,Debt Repayment,2300.5,Debit Card,1
2830,2022-09-27,Income,Utilities,1989.9473,Cash,0
2831,2022-06-25,Expense,Gifts/Donations,2022.1023478,Credit Card,0
2832,2022-06-23,Income,Utilities,602.36,Bank Transfer,0
2833,2022-09-18,Income,Insurance,3958.60972,Credit Card,1
2834,2022-05-18,Expense,Gifts/Donations,4089.933797706,Debit Card,1
2835,2022-05-02,Expense,Shopping,202.860435703,Cash,1
2836,2022-09-10,Expense,Shopping,376.4,Cash,0
2837,2022-01-22,Income,Shopping,3485.2073817,Cash,0
2838,2022-03-18,Income,Subscriptions,3273.62866,Debit Card,0
2839,2022-02-27,Income,Gifts/Donations,586.4,Bank Transfer,0
2840,2022-09-18,Expense,Dining Out,3779.31134952705,Other,0
2841,2022-06-07,Income,Education,3430.66,Cash,0
2842,2022-05-19,Income,Travel,1812.66579285165,Debit Card,0
2843,2022-12-12,Expense,Internet,4819.8356697,Cash,0
2844,2022-05-31,Expense,Childcare,2240.3446744212,Debit Card,1
2845,2022-07-05,Expense,Debt Repayment,789.81255,Credit Card,1
2846,2022-10-06,Expense,Shopping,2014.21072,Cash,0
2847,2022-05-04,Expense,Groceries,2805.422,Bank Transfer,0
2848,2022-05-25,Expense,Internet,4592.1042056664,Other,0
2849,2022-10-18,Income,Subscriptions,3737.54365923,Credit Card,0
2850,2022-03-27,Expense,Phone,295.79941,Other,0
2851,2022-11-05,Expense,Phone,4809.40792269087,Cash,0
2852,2022-07-05,Income,Childcare,980.997365,Debit Card,1
2853,2022-07-28,Expense,Transportation,4057.575,Debit Card,0
2854,2022-05-21,Expense,Healthcare,1258.54,Cash,1
2855,2022-12-06,Income,Childcare,3858.1999744,Credit Card,0
2856,2022-02-18,Income,Childcare,3415.58369754942,Bank Transfer,1
2857,2022-02-25,Expense,Internet,4338.219254171,Debit Card,0
2858,2022-08-22,Expense,Education,3243.47549066,Bank Transfer,1
2859,2022-12-14,Expense,Internet,785.402952,Credit Card,1
2860,2022-08-11,Expense,Debt Repayment,3598.62,Debit Card,1
2861,2022-07-24,Income,Insurance,2187.6,Bank Transfer,0
2862,2022-09-05,Expense,Subscriptions,3684.5545,Credit Card,1
2863,2022-11-09,Income,Debt Repayment,1413.750781,Other,0
2864,2022-11-05,Expense,Childcare,4395.72,Debit Card,0
2865,2022-10-25,Expense,Travel,2139.7468152,Debit Card,0
2866,2022-05-06,Expense,Insurance,2082.7643,Other,0
2867,2022-03-21,Expense,Education,398.2794098,Debit Card,0
2868,2022-01-08,Income,Insurance,2434.8958735,Other,0
2869,2022-10-10,Expense,Subscriptions,1488.1913882,Bank Transfer,1
2870,2022-11-22,Expense,Shopping,1125.8249,Credit Card,0
2871,2022-03-15,Expense,Travel,4164.8,Cash,0
2872,2022-10-20,Expense,Transportation,531.34505,Other,1
2873,2022-06-12,Income,Education,4020.97,Other,0
2874,2022-07-08,Income,Travel,1002.584897301,Debit Card,1
2875,2022-04-11,Income,Subscriptions,4961.247666748,Cash,1
2876,2022-03-05,Income,Transportation,3507.19624718,Debit Card,0
2877,2022-06-16,Income,Dining Out,2175.1,Cash,0
2878,2022-12-03,Income,Internet,1814.19,Credit Card,1
2879,2022-11-13,Income,Groceries,4860.5,Bank Transfer,1
2880,2022-03-10,Income,Subscriptions,4265.3250603,Bank Transfer,1
2881,2022-01-03,Income,Travel,491.88604,Credit Card,0
2882,2022-03-05,Expense,Internet,3867.521630961,Bank Transfer,1
2883,2022-06-12,Income,Utilities,1822.41358828,Bank Transfer,1
2884,2022-08-10,Expense,Childcare,4638.895967229,Credit Card,0
2885,2022-09-05,Income,Healthcare,2891.24722182318,Other,1
2886,2022-08-12,Income,Dining Out,3325.461052,Cash,0
2887,2022-05-10,Income,Debt Repayment,3639.70116,Other,1
2888,2022-04-14,Income,Rent/Mortgage,2244.115761866,Credit Card,1
2889,2022-09-19,Expense,Phone,3554.252406516,Credit Card,0
2890,2022-10-29,Expense,Transportation,3157.10051,Cash,1
2891,2022-11-23,Expense,Groceries,1272.336969,Other,0
2892,2022-09-25,Expense,Education,3905.5782,Bank Transfer,1
2893,2022-11-15,Income,Childcare,2243.7928214,Debit Card,0
2894,2022-02-06,Expense,Gifts/Donations,2887.62949,Other,1
2895,2022-01-04,Expense,Childcare,2859.289942,Debit Card,0
2896,2022-11-28,Income,Transportation,1036.95287620993,Cash,1
2897,2022-03-28,Income,Subscriptions,677.3407344,Bank Transfer,1
2898,2022-01-12,Expense,Internet,3182.89,Debit Card,0
2899,2022-04-03,Income,Utilities,1317.201012368,Credit Card,1
2900,2022-12-08,Income,Subscriptions,376.67,Cash,0
2901,2022-08-30,Income,Travel,4891.12299466403,Cash,0
2902,2022-07-20,Income,Childcare,1029.4965536025,Cash,0
2903,2022-10-05,Expense,Insurance,1472.89472218157,Cash,1
2904,2022-04-26,Expense,Healthcare,1204.2717,Other,0
2905,2022-02-25,Expense,Rent/Mortgage,593.43332903,Debit Card,0
2906,2022-09-25,Income,Debt Repayment,1563.8,Cash,1
2907,2022-11-25,Expense,Debt Repayment,1176.181,Other,0
2908,2022-02-24,Expense,Education,4488.54691,Other,1
2909,2022-09-25,Income,Travel,3508.597391,Bank Transfer,0
2910,2022-01-19,Expense,Dining Out,1890.84594031587,Credit Card,1
2911,2022-09-28,Income,Dining Out,2131.33,Bank Transfer,0
2912,2022-11-15,Expense,Transportation,4797.86972,Other,1
2913,2022-05-30,Expense,Groceries,4952.4,Debit Card,1
2914,2022-01-09,Expense,Utilities,960.17,Bank Transfer,1
2915,2022-01-20,Income,Shopping,1653.43846604,Other,1
2916,2022-06-27,Income,Travel,654.2329,Cash,1
2917,2022-02-03,Income,Rent/Mortgage,2033.5,Debit Card,1
2918,2022-04-12,Expense,Healthcare,3700.3,Debit Card,1
2919,2022-07-31,Income,Groceries,3252.92162614,Other,0
2920,2022-02-18,Expense,Rent/Mortgage,1930.59,Credit Card,1
2921,2022-02-16,Income,Rent/Mortgage,244.63448,Credit Card,1
2922,2022-12-02,Income,Gifts/Donations,3829.2069069638,Credit Card,0
2923,2022-10-21,Income,Gifts/Donations,4239.515306,Cash,1
2924,2022-01-03,Expense,Insurance,1652.48541105,Other,1
2925,2022-02-14,Expense,Gifts/Donations,2609.95,Bank Transfer,1
2926,2022-09-02,Expense,Debt Repayment,1566.62,Debit Card,1
2927,2022-09-05,Expense,Entertainment,2229.1358,Credit Card,0
2928,2022-10-05,Income,Subscriptions,4116.83724292,Cash,0
2929,2022-07-27,Income,Entertainment,4894.141160985,Bank Transfer,1
2930,2022-02-26,Expense,Education,3854.8,Debit Card,1
2931,2022-09-05,Income,Utilities,3469.9478837214,Debit Card,1
2932,2022-01-09,Expense,Insurance,4217.8430189,Bank Transfer,0
2933,2022-09-04,Income,Gifts/Donations,4878.491269,Credit Card,1
2934,2022-03-31,Income,Entertainment,4900.58976399524,Other,0
2935,2022-05-31,Income,Transportation,2125.74,Other,1
2936,2022-09-11,Expense,Internet,4366.9,Cash,1
2937,2022-02-19,Expense,Subscriptions,4284.6,Cash,1
2938,2022-11-14,Expense,Education,172.21,Credit Card,1
2939,2022-04-04,Income,Transportation,206.61,Debit Card,1
2940,2022-07-13,Expense,Healthcare,1984.6249,Bank Transfer,0
2941,2022-12-14,Income,Childcare,3098.52059351108,Other,0
2942,2022-11-27,Income,Shopping,450.103002455,Debit Card,0
2943,2022-09-30,Expense,Internet,1893.35899,Cash,1
2944,2022-11-27,Income,Groceries,1869.62584,Credit Card,0
2945,2022-11-18,Expense,Education,1713.523695841,Bank Transfer,0
2946,2022-05-04,Expense,Shopping,4969.8139612646,Cash,0
2947,2022-02-11,Income,Groceries,2410.3,Cash,0
2948,2022-11-20,Income,Shopping,2874.9164,Cash,1
2949,2022-11-18,Expense,Insurance,1178.1436555,Bank Transfer,0
2950,2022-07-28,Expense,Insurance,4310.7354151753,Credit Card,1
2951,2022-12-30,Income,Debt Repayment,2242.8334,Cash,0
2952,2022-01-22,Expense,Debt Repayment,4678.9196,Other,0
2953,2022-03-22,Income,Entertainment,2907.23515,Debit Card,0
2954,2022-10-24,Expense,Debt Repayment,3353.59203630613,Debit Card,1
2955,2022-09-29,Income,Healthcare,0.9931916,Cash,0
2956,2022-08-30,Expense,Shopping,78.4,Debit Card,0
2957,2022-12-15,Income,Transportation,300.47977,Credit Card,0
2958,2022-03-21,Income,Healthcare,4422.1704173254,Debit Card,0
2959,2022-08-26,Expense,Rent/Mortgage,3864.10801,Cash,1
2960,2022-05-16,Income,Phone,3747.964,Credit Card,1
2961,2022-12-14,Income,Transportation,1556.914,Debit Card,0
2962,2022-02-04,Income,Subscriptions,1895.949232778,Credit Card,0
2963,2022-04-03,Income,Shopping,358.61407977,Bank Transfer,1
2964,2022-06-02,Expense,Insurance,4484.1,Cash,0
2965,2022-03-11,Income,Entertainment,2343.93,Other,0
2966,2022-02-18,Expense,Entertainment,3360.4,Cash,0
2967,2022-05-03,Expense,Utilities,1865.35899,Bank Transfer,1
2968,2022-05-12,Income,Transportation,3044.3481,Other,1
2969,2022-09-19,Income,Transportation,2344.10205,Bank Transfer,1
2970,2022-06-08,Expense,Rent/Mortgage,3608.3,Cash,0
2971,2022-05-09,Income,Entertainment,3631.1606956852,Other,0
2972,2022-11-22,Income,Groceries,491.320107,Other,1
2973,2022-03-16,Expense,Subscriptions,1429.7684335503,Other,1
2974,2022-01-23,Expense,Debt Repayment,183.22307937,Bank Transfer,1
2975,2022-02-19,Income,Debt Repayment,315.570385,Debit Card,0
2976,2022-01-21,Income,Internet,1807.18,Other,1
2977,2022-06-22,Expense,Entertainment,130.305834447,Cash,1
2978,2022-01-28,Expense,Entertainment,3750.4368,Cash,1
2979,2022-08-10,Expense,Debt Repayment,2737.6,Cash,1
2980,2022-03-30,Income,Rent/Mortgage,930.64335,Debit Card,0
2981,2022-03-11,Income,Healthcare,1041.805,Debit Card,1
2982,2022-05-06,Expense,Education,1820.65,Debit Card,0
2983,2022-08-24,Expense,Phone,879.3,Cash,0
2984,2022-10-31,Expense,Utilities,2800.88583477572,Cash,0
2985,2022-05-24,Income,Transportation,3147.5897,Other,1
2986,2022-03-15,Income,Groceries,3429.1,Debit Card,0
2987,2022-12-01,Income,Childcare,886.33,Cash,1
2988,2022-04-02,Income,Internet,4645.2,Other,0
2989,2022-01-15,Income,Shopping,780.10708,Cash,0
2990,2022-03-01,Income,Phone,2189.2283,Other,1
2991,2022-11-03,Income,Phone,4381.75833265087,Cash,0
2992,2022-11-07,Income,Entertainment,4862.611850442,Cash,1
2993,2022-08-02,Income,Travel,3159.4793,Credit Card,0
2994,2022-01-30,Income,Phone,803.3323,Cash,0
2995,2022-11-26,Income,Utilities,4410.969331,Cash,1
2996,2022-08-04,Income,Insurance,1166.43,Bank Transfer,1
2997,2022-06-09,Income,Transportation,3718.9,Other,0
2998,2022-12-30,Expense,Utilities,1889.264104,Other,1
2999,2022-01-21,Expense,Debt Repayment,2159.17485374348,Credit Card,1
3000,2022-12-29,Income,Internet,812.6894681,Cash,1
3001,2023-04-21,Income,Dining Out,1369.8253854976,Other,0
3002,2023-03-13,Expense,Debt Repayment,1165.4403841,Bank Transfer,0
3003,2023-07-31,Expense,Healthcare,1466.99756,Debit Card,1
3004,2023-04-14,Income,Utilities,1756.6,Credit Card,1
3005,2023-09-28,Income,Childcare,3082.0,Cash,1
3006,2023-12-11,Expense,Gifts/Donations,4662.2418453,Credit Card,0
3007,2023-10-17,Income,Healthcare,4267.662707506,Other,1
3008,2023-04-23,Expense,Rent/Mortgage,2087.6129639,Other,1
3009,2023-03-03,Expense,Utilities,1276.99915204,Bank Transfer,0
3010,2023-07-19,Expense,Internet,2985.376,Credit Card,0
3011,2023-01-31,Income,Subscriptions,2098.6552,Credit Card,0
3012,2023-11-04,Expense,Childcare,3598.922778,Debit Card,0
3013,2023-10-25,Income,Debt Repayment,3719.46679,Bank Transfer,0
3014,2023-09-14,Income,Travel,3255.27457,Bank Transfer,0
3015,2023-05-14,Income,Gifts/Donations,59.93687819,Cash,0
3016,2023-04-20,Income,Phone,2863.640537,Debit Card,0
3017,2023-11-24,Expense,Debt Repayment,958.48704,Cash,0
3018,2023-10-24,Expense,Entertainment,2632.7695986466,Bank Transfer,0
3019,2023-05-08,Expense,Transportation,1396.945871,Debit Card,0
3020,2023-08-08,Expense,Debt Repayment,3940.51453,Bank Transfer,0
3021,2023-05-24,Income,Groceries,2252.15,Debit Card,1
3022,2023-03-07,Income,Internet,3905.3452304,Credit Card,0
3023,2023-10-16,Expense,Travel,154.1617828876,Debit Card,1
3024,2023-04-07,Income,Shopping,2620.52079765,Credit Card,1
3025,2023-10-20,Income,Shopping,3485.64360348,Other,0
3026,2023-11-09,Expense,Shopping,1621.18709,Credit Card,0
3027,2023-06-01,Expense,Rent/Mortgage,1904.91,Credit Card,0
3028,2023-09-15,Income,Internet,4462.3,Bank Transfer,1
3029,2023-12-06,Income,Dining Out,1529.1,Bank Transfer,0
3030,2023-07-02,Income,Rent/Mortgage,3126.2351354827,Debit Card,1
3031,2023-07-29,Income,Travel,121.9160910419,Debit Card,0
3032,2023-12-25,Expense,Education,900.840902342,Credit Card,0
3033,2023-01-01,Expense,Shopping,964.61046788441,Credit Card,1
3034,2023-08-03,Expense,Dining Out,4260.79974185604,Debit Card,1
3035,2023-06-29,Income,Phone,3339.51,Bank Transfer,1
3036,2023-07-22,Income,Rent/Mortgage,3116.1,Credit Card,1
3037,2023-05-14,Expense,Entertainment,1888.324,Cash,1
3038,2023-11-11,Expense,Education,498.815771,Credit Card,1
3039,2023-03-09,Expense,Subscriptions,4794.96,Cash,1
3040,2023-12-24,Income,Shopping,826.791919,Other,0
3041,2023-08-09,Income,Utilities,3801.50392,Debit Card,1
3042,2023-04-10,Income,Shopping,4321.197,Other,1
3043,2023-04-20,Expense,Healthcare,3451.919279386,Cash,1
3044,2023-09-17,Expense,Subscriptions,2477.71860121119,Debit Card,1
3045,2023-11-05,Income,Transportation,1973.9275814,Bank Transfer,1
3046,2023-07-24,Expense,Phone,454.5428934,Debit Card,0
3047,2023-04-23,Expense,Education,874.6,Credit Card,0
3048,2023-08-29,Income,Education,1761.17,Debit Card,0
3049,2023-07-10,Income,Rent/Mortgage,2945.6353,Credit Card,0
3050,2023-07-14,Income,Childcare,3366.9422415411,Other,0
3051,2023-07-05,Expense,Insurance,4120.42,Credit Card,1
3052,2023-01-23,Income,Entertainment,4766.833617336,Bank Transfer,0
3053,2023-03-10,Expense,Utilities,3126.73931564,Bank Transfer,1
3054,2023-01-28,Expense,Healthcare,3264.9183608,Other,1
3055,2023-02-28,Income,Subscriptions,3398.96450382,Debit Card,1
3056,2023-01-18,Expense,Insurance,2244.41,Cash,0
3057,2023-07-30,Income,Utilities,62.1432,Cash,0
3058,2023-11-26,Income,Education,372.8273755343,Bank Transfer,1
3059,2023-03-25,Income,Utilities,3468.8888,Credit Card,0
3060,2023-10-22,Expense,Groceries,486.4516437,Credit Card,1
3061,2023-05-20,Expense,Debt Repayment,2033.871725,Bank Transfer,1
3062,2023-11-15,Income,Utilities,1803.4916,Credit Card,1
3063,2023-07-21,Expense,Internet,2827.23246,Bank Transfer,1
3064,2023-09-23,Income,Utilities,3283.686,Credit Card,1
3065,2023-10-15,Income,Utilities,1431.519376352,Debit Card,0
3066,2023-03-24,Expense,Childcare,2539.9,Other,1
3067,2023-08-17,Expense,Phone,1631.34225133,Other,1
3068,2023-11-01,Expense,Insurance,937.53656456,Credit Card,0
3069,2023-01-07,Expense,Shopping,4421.56045738536,Bank Transfer,1
3070,2023-07-15,Income,Insurance,1051.4251346,Credit Card,0
3071,2023-08-15,Income,Childcare,4935.20548080002,Debit Card,1
3072,2023-03-24,Expense,Utilities,1169.3581926082,Cash,0
3073,2023-10-29,Expense,Internet,1696.47363472436,Debit Card,0
3074,2023-09-16,Income,Debt Repayment,4920.8445149811,Debit Card,0
3075,2023-03-17,Expense,Healthcare,382.152986,Credit Card,0
3076,2023-01-31,Expense,Debt Repayment,3818.6732539731,Debit Card,1
3077,2023-03-05,Expense,Groceries,4534.35,Bank Transfer,0
3078,2023-05-28,Expense,Gifts/Donations,4915.9062,Debit Card,0
3079,2023-12-14,Expense,Rent/Mortgage,3237.134683,Debit Card,0
3080,2023-07-23,Income,Healthcare,3928.707,Debit Card,1
3081,2023-02-26,Expense,Rent/Mortgage,4270.93,Debit Card,0
3082,2023-03-16,Expense,Internet,2450.121239,Debit Card,1
3083,2023-01-07,Income,Gifts/Donations,4192.492818221,Debit Card,0
3084,2023-03-18,Expense,Entertainment,1749.534628,Bank Transfer,1
3085,2023-01-31,Expense,Travel,418.47172024,Credit Card,0
3086,2023-03-24,Expense,Childcare,2276.5856,Bank Transfer,1
3087,2023-11-23,Expense,Subscriptions,3492.2286,Credit Card,1
3088,2023-03-21,Income,Education,3370.2,Credit Card,1
3089,2023-05-09,Expense,Rent/Mortgage,4681.1688399,Credit Card,0
3090,2023-12-28,Income,Insurance,747.409,Debit Card,1
3091,2023-11-09,Expense,Education,1958.9336,Cash,0
3092,2023-08-07,Expense,Debt Repayment,190.26,Bank Transfer,0
3093,2023-04-02,Expense,Transportation,4020.83,Debit Card,1
3094,2023-10-05,Income,Transportation,296.99965599,Bank Transfer,1
3095,2023-12-23,Income,Dining Out,4091.754,Credit Card,0
3096,2023-01-19,Expense,Healthcare,3210.40459608,Other,1
3097,2023-11-10,Expense,Internet,2313.87,Debit Card,1
3098,2023-03-05,Income,Dining Out,357.14829825,Bank Transfer,0
3099,2023-01-02,Income,Dining Out,2288.87,Other,1
3100,2023-05-11,Expense,Entertainment,4304.942,Bank Transfer,0
3101,2023-03-11,Income,Gifts/Donations,2426.41,Credit Card,1
3102,2023-06-22,Expense,Healthcare,951.5369853,Other,1
3103,2023-11-16,Expense,Debt Repayment,1156.9571479,Debit Card,0
3104,2023-12-09,Income,Rent/Mortgage,2376.4,Other,1
3105,2023-04-28,Income,Dining Out,1824.95243133009,Other,0
3106,2023-06-09,Income,Groceries,4494.8023135,Credit Card,1
3107,2023-12-12,Income,Shopping,336.235053,Credit Card,1
3108,2023-05-07,Income,Internet,1998.87262183,Cash,1
3109,2023-07-21,Expense,Transportation,1630.850546,Other,1
3110,2023-05-25,Income,Utilities,2266.98021392599,Credit Card,0
3111,2023-08-19,Income,Transportation,870.762092,Credit Card,1
3112,2023-10-06,Expense,Internet,2751.5166,Other,1
3113,2023-05-18,Expense,Debt Repayment,3260.6635,Cash,1
3114,2023-05-24,Expense,Insurance,967.19,Cash,0
3115,2023-08-18,Income,Debt Repayment,1806.6,Credit Card,1
3116,2023-12-24,Income,Education,483.6896661681,Credit Card,0
3117,2023-10-27,Expense,Insurance,604.9524142,Cash,1
3118,2023-12-11,Income,Groceries,776.95,Debit Card,0
3119,2023-01-20,Income,Transportation,2398.2468,Other,1
3120,2023-05-27,Expense,Dining Out,576.1897,Bank Transfer,1
3121,2023-11-13,Expense,Gifts/Donations,3151.7,Bank Transfer,1
3122,2023-06-22,Income,Healthcare,4872.61,Credit Card,1
